City,Card Type,Exp Type,Gender,Amount
Bengaluru,Platinum,Food,F,9999
Delhi,Platinum,Food,F,106503
Ahmedabad,Platinum,Food,F,183105
Bengaluru,Platinum,Food,F,14531
Ahmedabad,Signature,Food,F,75187
Delhi,Platinum,Food,F,241709
Bengaluru,Gold,Food,F,41266
Ahmedabad,Signature,Food,F,151734
Delhi,Silver,Food,F,49249
Ahmedabad,Silver,Food,F,7448
Bengaluru,Silver,Food,F,38146
Greater,Silver,Food,F,130542
Delhi,Silver,Food,F,267807
Bengaluru,Silver,Food,F,205047
Ahmedabad,Silver,Food,F,173596
Greater,Silver,Food,F,222368
Bengaluru,Silver,Food,F,283399
Bengaluru,Silver,Bills,F,291839
Delhi,Silver,Food,F,222487
Ahmedabad,Silver,Entertainment,F,236449
Greater,Silver,Food,F,152705
Ahmedabad,Silver,Grocery,F,36575
Bengaluru,Silver,Fuel,F,194493
Delhi,Silver,Food,F,58116
Delhi,Silver,Entertainment,F,179481
Greater,Silver,Food,F,205735
Greater,Silver,Fuel,F,249400
Delhi,Silver,Grocery,F,213000
Ahmedabad,Silver,Food,F,174245
Delhi,Silver,Food,F,191860
Delhi,Silver,Food,F,156171
Greater,Silver,Grocery,F,183633
Bengaluru,Silver,Food,F,282970
Greater,Silver,Food,F,67213
Greater,Silver,Entertainment,F,299122
Bengaluru,Silver,Entertainment,F,132237
Ahmedabad,Silver,Entertainment,F,64149
Bengaluru,Silver,Bills,F,106831
Bengaluru,Silver,Bills,F,147225
Bengaluru,Silver,Grocery,F,53822
Ahmedabad,Silver,Food,F,74794
Ahmedabad,Silver,Food,F,29985
Greater,Silver,Fuel,F,239856
Greater,Silver,Bills,F,168234
Greater,Silver,Fuel,F,10476
Greater,Silver,Bills,F,210425
Ahmedabad,Silver,Grocery,F,171803
Delhi,Silver,Fuel,F,31365
Ahmedabad,Silver,Entertainment,F,231629
Greater,Silver,Bills,F,79856
Ahmedabad,Silver,Food,F,129599
Delhi,Silver,Grocery,F,177579
Greater,Silver,Grocery,F,230362
Ahmedabad,Silver,Grocery,F,285777
Bengaluru,Silver,Entertainment,F,213640
Bengaluru,Silver,Bills,F,214511
Ahmedabad,Silver,Fuel,F,36849
Delhi,Silver,Grocery,F,160601
Greater,Silver,Fuel,F,273374
Bengaluru,Silver,Food,F,49592
Ahmedabad,Silver,Entertainment,F,287849
Ahmedabad,Silver,Grocery,F,290413
Ahmedabad,Silver,Grocery,F,253375
Bengaluru,Silver,Fuel,F,251295
Bengaluru,Silver,Food,F,236861
Delhi,Silver,Bills,F,299032
Delhi,Silver,Bills,F,139246
Bengaluru,Silver,Bills,F,139130
Greater,Silver,Entertainment,F,116700
Ahmedabad,Silver,Fuel,F,211228
Delhi,Silver,Bills,F,146817
Delhi,Silver,Grocery,F,274970
Bengaluru,Silver,Entertainment,F,37144
Delhi,Silver,Grocery,F,46381
Bengaluru,Silver,Bills,F,251886
Bengaluru,Silver,Fuel,F,2686
Bengaluru,Silver,Grocery,F,82474
Ahmedabad,Silver,Fuel,F,159903
Delhi,Silver,Entertainment,F,275547
Delhi,Silver,Entertainment,F,52513
Greater,Silver,Food,F,52484
Delhi,Silver,Food,F,5397
Greater,Silver,Bills,F,88117
Bengaluru,Silver,Food,F,56078
Greater,Silver,Bills,F,205643
Delhi,Silver,Fuel,F,47074
Bengaluru,Silver,Grocery,F,34594
Greater,Silver,Bills,F,31000
Delhi,Silver,Bills,F,138376
Bengaluru,Silver,Fuel,F,254875
Ahmedabad,Silver,Entertainment,F,240666
Delhi,Silver,Fuel,F,32871
Ahmedabad,Silver,Fuel,F,270101
Bengaluru,Silver,Entertainment,F,95715
Greater,Silver,Food,F,260724
Bengaluru,Silver,Bills,F,271600
Ahmedabad,Silver,Food,F,20006
Ahmedabad,Silver,Entertainment,F,171670
Delhi,Silver,Fuel,F,71727
Ahmedabad,Silver,Entertainment,F,57494
Bengaluru,Silver,Food,F,168546
Greater,Silver,Bills,F,30080
Ahmedabad,Silver,Fuel,F,174697
Bengaluru,Silver,Food,F,180193
Bengaluru,Silver,Grocery,F,292047
Bengaluru,Silver,Food,F,233112
Ahmedabad,Silver,Grocery,F,226198
Ahmedabad,Silver,Bills,F,73112
Bengaluru,Silver,Entertainment,F,35232
Delhi,Silver,Entertainment,F,55074
Bengaluru,Silver,Food,F,186680
Bengaluru,Silver,Food,F,191642
Greater,Silver,Food,F,238752
Ahmedabad,Silver,Bills,F,131578
Bengaluru,Silver,Grocery,F,227118
Greater,Silver,Grocery,F,16479
Ahmedabad,Silver,Entertainment,F,253764
Bengaluru,Silver,Entertainment,F,274164
Delhi,Silver,Bills,F,67192
Greater,Silver,Fuel,F,294525
Delhi,Silver,Food,F,13681
Delhi,Silver,Bills,F,27075
Delhi,Silver,Entertainment,F,252226
Greater,Silver,Grocery,F,62418
Delhi,Silver,Food,F,256766
Greater,Silver,Entertainment,F,85271
Delhi,Silver,Fuel,F,39439
Delhi,Silver,Food,F,284449
Bengaluru,Silver,Food,F,42900
Bengaluru,Silver,Fuel,F,235352
Bengaluru,Silver,Bills,F,55248
Bengaluru,Silver,Grocery,F,168702
Greater,Silver,Bills,F,189022
Ahmedabad,Silver,Bills,F,286226
Greater,Silver,Grocery,F,292143
Greater,Silver,Bills,F,136134
Ahmedabad,Silver,Food,F,105723
Bengaluru,Silver,Entertainment,F,264985
Greater,Silver,Bills,F,261257
Ahmedabad,Silver,Entertainment,F,39126
Bengaluru,Silver,Bills,F,278199
Greater,Silver,Grocery,F,96925
Greater,Silver,Bills,F,242270
Delhi,Silver,Food,F,1400
Delhi,Silver,Entertainment,F,75806
Delhi,Silver,Entertainment,F,15162
Delhi,Silver,Entertainment,F,8452
Delhi,Silver,Fuel,F,178922
Greater,Silver,Fuel,F,66083
Bengaluru,Silver,Fuel,F,26449
Ahmedabad,Silver,Grocery,F,187484
Delhi,Silver,Grocery,F,262261
Bengaluru,Silver,Grocery,F,58978
Bengaluru,Silver,Fuel,F,173079
Delhi,Silver,Bills,F,66615
Delhi,Silver,Bills,F,126746
Delhi,Silver,Food,F,264442
Bengaluru,Silver,Food,F,77708
Ahmedabad,Silver,Fuel,F,176835
Greater,Silver,Entertainment,F,79441
Bengaluru,Silver,Food,F,7625
Greater,Silver,Bills,F,171174
Bengaluru,Silver,Fuel,F,282058
Greater,Silver,Bills,F,80869
Bengaluru,Silver,Food,F,263200
Ahmedabad,Silver,Food,F,226791
Delhi,Silver,Entertainment,F,184533
Ahmedabad,Silver,Grocery,F,216441
Greater,Silver,Fuel,F,289661
Ahmedabad,Silver,Food,F,10052
Bengaluru,Silver,Fuel,F,237560
Bengaluru,Silver,Entertainment,F,47237
Ahmedabad,Silver,Fuel,F,71160
Greater,Silver,Food,F,72682
Delhi,Silver,Fuel,F,14092
Bengaluru,Silver,Bills,F,236228
Delhi,Silver,Entertainment,F,10545
Greater,Silver,Bills,F,76284
Greater,Silver,Food,F,164032
Greater,Silver,Grocery,F,218315
Ahmedabad,Silver,Bills,F,32586
Delhi,Silver,Bills,F,154746
Greater,Silver,Bills,F,95295
Ahmedabad,Silver,Bills,F,182407
Ahmedabad,Silver,Fuel,F,187593
Bengaluru,Silver,Food,F,225662
Delhi,Silver,Fuel,F,245991
Ahmedabad,Silver,Entertainment,F,60639
Delhi,Silver,Fuel,F,78973
Greater,Silver,Grocery,F,191154
Greater,Silver,Fuel,F,35692
Delhi,Silver,Entertainment,F,92644
Bengaluru,Silver,Fuel,F,137339
Ahmedabad,Silver,Entertainment,F,195699
Ahmedabad,Silver,Grocery,F,74923
Bengaluru,Silver,Grocery,F,254342
Greater,Silver,Food,F,109836
Greater,Silver,Grocery,F,18188
Greater,Silver,Bills,F,239819
Delhi,Silver,Entertainment,F,51523
Bengaluru,Silver,Fuel,F,218805
Ahmedabad,Silver,Grocery,F,152175
Ahmedabad,Silver,Bills,F,45947
Greater,Silver,Bills,F,97386
Ahmedabad,Silver,Bills,F,77248
Delhi,Silver,Entertainment,F,24410
Delhi,Silver,Bills,F,262709
Greater,Silver,Entertainment,F,189510
Delhi,Silver,Fuel,F,36799
Bengaluru,Silver,Entertainment,F,226595
Greater,Silver,Grocery,F,15100
Bengaluru,Silver,Entertainment,F,79665
Delhi,Silver,Grocery,F,66612
Greater,Silver,Bills,F,232566
Ahmedabad,Silver,Bills,F,274636
Bengaluru,Silver,Entertainment,F,117763
Delhi,Silver,Food,F,225073
Greater,Silver,Grocery,F,113408
Bengaluru,Silver,Food,F,31380
Greater,Silver,Bills,F,234225
Greater,Silver,Grocery,F,127139
Ahmedabad,Silver,Food,F,170980
Bengaluru,Silver,Bills,F,198285
Delhi,Silver,Fuel,F,182768
Delhi,Silver,Grocery,F,235299
Delhi,Silver,Food,F,159434
Greater,Silver,Fuel,F,202892
Greater,Silver,Entertainment,F,154492
Greater,Silver,Entertainment,F,104714
Delhi,Silver,Entertainment,F,188146
Delhi,Silver,Grocery,F,190580
Bengaluru,Silver,Grocery,F,138179
Delhi,Silver,Entertainment,F,60871
Bengaluru,Silver,Food,F,248253
Ahmedabad,Silver,Grocery,F,237342
Bengaluru,Silver,Grocery,F,7112
Greater,Silver,Fuel,F,156575
Greater,Silver,Grocery,F,288916
Bengaluru,Silver,Entertainment,F,121801
Bengaluru,Silver,Entertainment,F,116662
Ahmedabad,Silver,Food,F,195072
Delhi,Silver,Bills,F,223356
Greater,Silver,Bills,F,89169
Ahmedabad,Silver,Bills,F,118329
Bengaluru,Silver,Fuel,F,33227
Bengaluru,Silver,Fuel,F,236457
Bengaluru,Silver,Fuel,F,219889
Greater,Silver,Fuel,F,176128
Greater,Silver,Food,F,229461
Bengaluru,Silver,Entertainment,F,48682
Delhi,Silver,Fuel,F,111224
Ahmedabad,Silver,Food,F,186380
Greater,Silver,Food,F,272688
Delhi,Silver,Food,F,56113
Bengaluru,Silver,Food,F,194394
Ahmedabad,Silver,Entertainment,F,260137
Bengaluru,Silver,Food,F,225270
Bengaluru,Silver,Bills,F,189610
Bengaluru,Silver,Entertainment,F,110676
Ahmedabad,Silver,Food,F,9773
Ahmedabad,Silver,Food,F,185621
Greater,Silver,Bills,F,272260
Delhi,Silver,Grocery,F,113372
Greater,Silver,Grocery,F,227356
Ahmedabad,Silver,Grocery,F,139332
Bengaluru,Silver,Entertainment,F,251134
Greater,Silver,Grocery,F,162039
Delhi,Silver,Food,F,116831
Delhi,Silver,Fuel,F,276899
Bengaluru,Silver,Bills,F,167244
Bengaluru,Silver,Food,F,39000
Greater,Silver,Food,F,248342
Greater,Silver,Grocery,F,180246
Delhi,Silver,Grocery,F,261895
Bengaluru,Silver,Bills,F,102715
Ahmedabad,Silver,Grocery,F,177550
Greater,Silver,Grocery,F,25722
Delhi,Silver,Entertainment,F,250340
Greater,Silver,Grocery,F,213124
Delhi,Silver,Grocery,F,45466
Greater,Silver,Bills,F,151770
Bengaluru,Silver,Food,F,200777
Bengaluru,Silver,Bills,F,277473
Delhi,Silver,Food,F,299512
Bengaluru,Silver,Grocery,F,61457
Delhi,Silver,Grocery,F,170188
Bengaluru,Silver,Entertainment,F,278470
Bengaluru,Silver,Fuel,F,70106
Ahmedabad,Silver,Bills,F,72205
Delhi,Silver,Grocery,F,89320
Greater,Silver,Bills,F,71875
Greater,Silver,Food,F,253186
Greater,Silver,Bills,F,260399
Greater,Silver,Food,F,137623
Greater,Silver,Food,F,267868
Bengaluru,Silver,Grocery,F,297242
Greater,Silver,Fuel,F,54265
Ahmedabad,Silver,Grocery,F,37845
Delhi,Silver,Grocery,F,23855
Ahmedabad,Silver,Grocery,F,94727
Delhi,Silver,Entertainment,F,40404
Bengaluru,Silver,Fuel,F,265001
Bengaluru,Silver,Food,F,153928
Greater,Silver,Bills,F,33156
Bengaluru,Silver,Grocery,F,282857
Greater,Silver,Bills,F,143266
Bengaluru,Silver,Food,F,232704
Delhi,Silver,Food,F,10447
Greater,Silver,Bills,F,26753
Greater,Silver,Bills,F,100729
Ahmedabad,Silver,Grocery,F,251198
Bengaluru,Silver,Entertainment,F,45034
Greater,Silver,Bills,F,117031
Bengaluru,Silver,Grocery,F,146944
Ahmedabad,Silver,Entertainment,F,8571
Bengaluru,Silver,Bills,F,240107
Bengaluru,Silver,Bills,F,213775
Ahmedabad,Silver,Grocery,F,214336
Greater,Silver,Grocery,F,8285
Ahmedabad,Silver,Grocery,F,263945
Ahmedabad,Silver,Grocery,F,98427
Greater,Silver,Entertainment,F,10716
Ahmedabad,Silver,Food,F,120807
Greater,Silver,Fuel,F,233813
Ahmedabad,Silver,Entertainment,F,177277
Bengaluru,Silver,Grocery,F,241588
Bengaluru,Silver,Grocery,F,87750
Ahmedabad,Silver,Bills,F,69220
Greater,Silver,Grocery,F,43894
Delhi,Silver,Bills,F,161107
Ahmedabad,Silver,Entertainment,F,4377
Bengaluru,Silver,Food,F,26629
Bengaluru,Silver,Entertainment,F,101201
Ahmedabad,Silver,Grocery,F,183821
Delhi,Silver,Grocery,F,266132
Bengaluru,Silver,Food,F,89508
Delhi,Silver,Entertainment,F,41161
Ahmedabad,Silver,Fuel,F,276608
Greater,Silver,Entertainment,F,287647
Bengaluru,Silver,Bills,F,94917
Bengaluru,Silver,Grocery,F,162928
Bengaluru,Silver,Grocery,F,210802
Delhi,Silver,Entertainment,F,234945
Greater,Silver,Bills,F,85227
Ahmedabad,Silver,Grocery,F,209510
Bengaluru,Silver,Grocery,F,39513
Bengaluru,Silver,Fuel,F,138020
Ahmedabad,Silver,Grocery,F,155283
Greater,Silver,Food,F,177031
Ahmedabad,Silver,Food,F,58509
Greater,Silver,Entertainment,F,71041
Bengaluru,Silver,Grocery,F,103964
Delhi,Silver,Fuel,F,195709
Greater,Silver,Grocery,F,209052
Delhi,Silver,Entertainment,F,21500
Bengaluru,Silver,Bills,F,299152
Delhi,Silver,Food,F,284125
Ahmedabad,Silver,Bills,F,236081
Greater,Silver,Fuel,F,12671
Delhi,Silver,Bills,F,238978
Bengaluru,Silver,Bills,F,221728
Delhi,Silver,Entertainment,F,275301
Greater,Silver,Fuel,F,199037
Bengaluru,Silver,Fuel,F,236116
Delhi,Silver,Grocery,F,140073
Greater,Silver,Entertainment,F,116716
Bengaluru,Silver,Food,F,188111
Ahmedabad,Silver,Fuel,F,256569
Greater,Silver,Entertainment,F,160297
Greater,Silver,Fuel,F,293184
Greater,Silver,Fuel,F,148675
Delhi,Silver,Grocery,F,170406
Bengaluru,Silver,Entertainment,F,188010
Delhi,Silver,Fuel,F,173258
Bengaluru,Silver,Grocery,F,219092
Delhi,Silver,Grocery,F,89376
Delhi,Silver,Food,F,51874
Bengaluru,Silver,Fuel,F,248777
Ahmedabad,Silver,Bills,F,37342
Ahmedabad,Silver,Bills,F,199471
Delhi,Silver,Entertainment,F,158851
Bengaluru,Silver,Food,F,95113
Bengaluru,Silver,Fuel,F,186377
Ahmedabad,Silver,Fuel,F,2586
Greater,Silver,Fuel,F,47612
Ahmedabad,Silver,Food,F,159557
Greater,Silver,Grocery,F,196838
Bengaluru,Silver,Food,F,9651
Bengaluru,Silver,Food,F,224200
Ahmedabad,Silver,Entertainment,F,241399
Bengaluru,Silver,Fuel,F,211929
Ahmedabad,Silver,Grocery,F,196869
Delhi,Silver,Fuel,F,263752
Bengaluru,Silver,Entertainment,F,125879
Bengaluru,Silver,Grocery,F,21250
Ahmedabad,Silver,Grocery,F,289538
Greater,Silver,Grocery,F,138359
Ahmedabad,Silver,Bills,F,211017
Ahmedabad,Silver,Fuel,F,57958
Delhi,Silver,Fuel,F,91796
Delhi,Silver,Entertainment,F,221178
Greater,Silver,Bills,F,195342
Greater,Silver,Fuel,F,51071
Ahmedabad,Silver,Grocery,F,83761
Delhi,Silver,Grocery,F,182684
Ahmedabad,Silver,Fuel,F,150401
Bengaluru,Silver,Grocery,F,10470
Bengaluru,Silver,Fuel,F,73221
Greater,Silver,Bills,F,286970
Greater,Silver,Food,F,40105
Bengaluru,Silver,Grocery,F,207311
Ahmedabad,Silver,Food,F,175275
Bengaluru,Silver,Entertainment,F,167655
Ahmedabad,Silver,Entertainment,F,129326
Bengaluru,Silver,Food,F,162737
Delhi,Silver,Entertainment,F,275605
Delhi,Silver,Grocery,F,162859
Ahmedabad,Silver,Grocery,F,22795
Bengaluru,Silver,Food,F,255722
Greater,Silver,Grocery,F,111014
Ahmedabad,Silver,Food,F,43256
Ahmedabad,Silver,Food,F,104494
Bengaluru,Silver,Entertainment,F,44750
Ahmedabad,Silver,Grocery,F,208168
Bengaluru,Silver,Grocery,F,38878
Delhi,Silver,Food,F,37089
Bengaluru,Silver,Grocery,F,248059
Greater,Silver,Grocery,F,63151
Greater,Silver,Bills,F,176497
Bengaluru,Silver,Entertainment,F,196758
Ahmedabad,Silver,Fuel,F,94117
Delhi,Silver,Bills,F,287684
Bengaluru,Silver,Fuel,F,269795
Greater,Silver,Fuel,F,273263
Delhi,Silver,Fuel,F,127825
Delhi,Silver,Bills,F,234082
Greater,Silver,Grocery,F,157139
Bengaluru,Silver,Food,F,27243
Bengaluru,Silver,Food,F,248735
Bengaluru,Silver,Fuel,F,252277
Bengaluru,Silver,Bills,F,154151
Greater,Silver,Grocery,F,268559
Greater,Silver,Entertainment,F,122751
Bengaluru,Silver,Grocery,F,100643
Greater,Silver,Grocery,F,63044
Bengaluru,Silver,Fuel,F,233543
Ahmedabad,Silver,Bills,F,267127
Bengaluru,Silver,Fuel,F,55060
Bengaluru,Silver,Bills,F,154788
Greater,Silver,Entertainment,F,52781
Greater,Silver,Entertainment,F,51542
Greater,Silver,Grocery,F,43705
Greater,Silver,Entertainment,F,163273
Ahmedabad,Silver,Bills,F,22802
Greater,Silver,Bills,F,202693
Greater,Silver,Bills,F,168446
Greater,Silver,Grocery,F,130310
Delhi,Silver,Bills,F,10155
Ahmedabad,Silver,Bills,F,232336
Bengaluru,Silver,Grocery,F,231830
Bengaluru,Silver,Fuel,F,115644
Delhi,Silver,Entertainment,F,14142
Ahmedabad,Silver,Food,F,283606
Ahmedabad,Silver,Food,F,75619
Bengaluru,Silver,Bills,F,2741
Bengaluru,Silver,Fuel,F,283064
Delhi,Silver,Fuel,F,129850
Bengaluru,Silver,Fuel,F,102248
Bengaluru,Silver,Bills,F,232127
Ahmedabad,Silver,Grocery,F,114600
Bengaluru,Silver,Entertainment,F,92535
Delhi,Silver,Fuel,F,113639
Ahmedabad,Silver,Food,F,254761
Greater,Silver,Grocery,F,225708
Delhi,Silver,Entertainment,F,264169
Delhi,Silver,Entertainment,F,83984
Bengaluru,Silver,Entertainment,F,202830
Delhi,Silver,Entertainment,F,254330
Delhi,Silver,Entertainment,F,118692
Bengaluru,Silver,Entertainment,F,246364
Delhi,Silver,Grocery,F,170203
Greater,Silver,Fuel,F,277947
Greater,Silver,Fuel,F,31524
Greater,Silver,Entertainment,F,294264
Bengaluru,Silver,Grocery,F,130814
Bengaluru,Silver,Food,F,56639
Delhi,Silver,Food,F,233318
Bengaluru,Silver,Food,F,130065
Ahmedabad,Silver,Fuel,F,64598
Bengaluru,Silver,Grocery,F,177320
Bengaluru,Silver,Entertainment,F,31086
Ahmedabad,Silver,Food,F,251506
Bengaluru,Silver,Bills,F,149306
Ahmedabad,Silver,Entertainment,F,40965
Bengaluru,Silver,Food,F,43242
Greater,Silver,Fuel,F,289157
Greater,Silver,Entertainment,F,74856
Bengaluru,Silver,Food,F,182362
Bengaluru,Silver,Food,F,263061
Bengaluru,Silver,Food,F,236580
Ahmedabad,Silver,Food,F,268750
Greater,Silver,Food,F,203191
Bengaluru,Silver,Food,F,3421
Bengaluru,Silver,Food,F,15318
Ahmedabad,Platinum,Food,F,64032
Bengaluru,Platinum,Food,F,3621
Ahmedabad,Silver,Food,F,22872
Delhi,Signature,Food,F,171206
Ahmedabad,Gold,Food,F,9130
Ahmedabad,Gold,Food,F,201118
Bengaluru,Platinum,Food,F,250411
Delhi,Gold,Food,F,5855
Greater,Platinum,Food,F,40392
Delhi,Silver,Food,F,91553
Greater,Signature,Food,F,252192
Ahmedabad,Signature,Food,F,32558
Bengaluru,Platinum,Food,F,105951
Ahmedabad,Signature,Food,F,272214
Greater,Silver,Food,F,29524
Ahmedabad,Platinum,Food,F,204598
Greater,Silver,Food,F,48509
Ahmedabad,Silver,Food,F,282754
Delhi,Signature,Food,F,229616
Delhi,Silver,Food,F,106013
Delhi,Gold,Food,F,286058
Bengaluru,Silver,Food,F,125742
Ahmedabad,Gold,Food,F,144933
Greater,Silver,Food,F,220697
Greater,Gold,Food,F,175594
Bengaluru,Silver,Food,F,265778
Delhi,Gold,Food,F,55810
Bengaluru,Platinum,Food,F,206203
Greater,Silver,Food,F,7060
Greater,Gold,Food,F,7860
Ahmedabad,Platinum,Food,F,19231
Delhi,Signature,Food,F,42009
Greater,Platinum,Food,F,279971
Ahmedabad,Silver,Food,F,285069
Greater,Gold,Food,F,139691
Delhi,Signature,Food,F,292802
Ahmedabad,Gold,Food,F,227178
Ahmedabad,Platinum,Food,F,286253
Delhi,Gold,Food,F,62580
Ahmedabad,Gold,Food,F,49377
Delhi,Gold,Food,F,31209
Delhi,Platinum,Food,F,216621
Bengaluru,Silver,Food,F,176319
Ahmedabad,Platinum,Food,F,138319
Greater,Gold,Food,F,237899
Delhi,Gold,Food,F,24675
Greater,Silver,Food,F,286519
Greater,Platinum,Food,F,184863
Bengaluru,Platinum,Food,F,179158
Greater,Silver,Food,F,274080
Greater,Platinum,Food,F,289492
Bengaluru,Silver,Food,F,114172
Bengaluru,Silver,Food,F,254719
Delhi,Platinum,Food,F,221174
Bengaluru,Gold,Food,F,200916
Ahmedabad,Gold,Food,F,88226
Bengaluru,Gold,Food,F,116536
Ahmedabad,Gold,Food,F,162099
Ahmedabad,Platinum,Food,F,126889
Ahmedabad,Silver,Food,F,23769
Greater,Gold,Food,F,291384
Delhi,Platinum,Food,F,94759
Bengaluru,Gold,Food,F,167780
Ahmedabad,Gold,Food,F,73935
Delhi,Signature,Food,F,34676
Delhi,Platinum,Food,F,28127
Greater,Silver,Food,F,299699
Delhi,Platinum,Food,F,202490
Delhi,Signature,Food,F,282542
Ahmedabad,Gold,Food,F,284069
Bengaluru,Silver,Food,F,162527
Delhi,Silver,Food,F,234921
Greater,Silver,Food,F,143923
Ahmedabad,Silver,Food,F,37496
Greater,Platinum,Food,F,233639
Delhi,Silver,Food,F,1709
Bengaluru,Platinum,Food,F,116996
Delhi,Signature,Food,F,280310
Greater,Silver,Food,F,202192
Bengaluru,Gold,Food,F,75042
Greater,Silver,Food,F,107999
Bengaluru,Signature,Food,F,74297
Bengaluru,Signature,Food,F,187609
Ahmedabad,Platinum,Food,F,206434
Bengaluru,Gold,Food,F,268746
Delhi,Silver,Food,F,16659
Bengaluru,Silver,Food,F,106206
Ahmedabad,Silver,Food,F,214753
Bengaluru,Platinum,Food,F,155846
Delhi,Gold,Food,F,183232
Delhi,Silver,Food,F,34071
Bengaluru,Signature,Food,F,157364
Bengaluru,Silver,Food,F,4590
Greater,Gold,Food,F,39399
Delhi,Platinum,Food,F,65563
Bengaluru,Silver,Food,F,124929
Greater,Signature,Food,F,120368
Delhi,Gold,Food,F,17328
Delhi,Signature,Food,F,160848
Bengaluru,Silver,Food,F,203193
Delhi,Silver,Food,F,285839
Bengaluru,Silver,Food,F,167379
Greater,Silver,Food,F,198603
Bengaluru,Platinum,Food,F,233680
Bengaluru,Gold,Food,F,263367
Ahmedabad,Gold,Food,F,8498
Ahmedabad,Platinum,Food,F,163305
Bengaluru,Silver,Food,F,216694
Greater,Silver,Food,F,84646
Bengaluru,Silver,Food,F,107100
Greater,Platinum,Food,F,175368
Delhi,Platinum,Food,F,141057
Greater,Platinum,Food,F,264153
Delhi,Silver,Food,F,230149
Bengaluru,Signature,Food,F,224398
Bengaluru,Gold,Food,F,221042
Bengaluru,Signature,Food,F,285102
Bengaluru,Gold,Food,F,225377
Greater,Platinum,Food,F,205814
Greater,Gold,Food,F,104262
Delhi,Silver,Food,F,216314
Greater,Platinum,Food,F,231007
Bengaluru,Platinum,Food,F,25156
Bengaluru,Signature,Food,F,108720
Bengaluru,Gold,Food,F,211772
Delhi,Gold,Food,F,22909
Greater,Signature,Food,F,10720
Greater,Gold,Food,F,291730
Greater,Signature,Food,F,197919
Greater,Signature,Food,F,106666
Ahmedabad,Silver,Food,F,94924
Ahmedabad,Silver,Food,F,122939
Delhi,Silver,Food,F,188366
Bengaluru,Signature,Food,F,142140
Greater,Platinum,Food,F,261122
Ahmedabad,Silver,Food,F,214821
Greater,Gold,Food,F,249091
Bengaluru,Signature,Food,F,162893
Bengaluru,Gold,Food,F,200847
Ahmedabad,Silver,Food,F,54482
Greater,Silver,Food,F,105710
Ahmedabad,Silver,Food,F,101429
Delhi,Silver,Food,F,95456
Delhi,Platinum,Food,F,26231
Bengaluru,Silver,Food,F,81511
Bengaluru,Signature,Food,F,253357
Ahmedabad,Silver,Food,F,97311
Delhi,Signature,Food,F,277422
Ahmedabad,Platinum,Food,F,121871
Delhi,Signature,Food,F,24245
Greater,Platinum,Food,F,186838
Delhi,Gold,Food,F,85288
Delhi,Gold,Food,F,225076
Bengaluru,Signature,Food,F,225578
Bengaluru,Signature,Food,F,232430
Delhi,Signature,Food,F,243863
Greater,Platinum,Food,F,5706
Delhi,Silver,Food,F,298981
Ahmedabad,Gold,Food,F,137916
Ahmedabad,Platinum,Food,F,14319
Delhi,Platinum,Food,F,257498
